,level_1,grapheme,phoneme,filename
1199,231,equilíbrio,\e\.\k\\i\'\l\\i\\b\\r\\i\\u\,A_Cabana_-_Frases
1199,231,passar,\p\\a\'\s\\a\\R\,A_Cabana_-_Frases
1199,231,anos.,'\a~\.\n\\u\\s\,A_Cabana_-_Frases
1200,232,jeito,'\Z\\ej\.\t\\u\,A_Cabana_-_Frases
1200,232,"andam,",'\a~\.\d\\a~\\w~\\pau\,A_Cabana_-_Frases
1200,232,consiga,\k\\o~\'\s\\i\.\g\\a\,A_Cabana_-_Frases
1201,233,"Obrigado,",\o\.\b\\r\\i\'\g\\a\.\d\\u\\pau\,A_Cabana_-_Frases
1201,233,Annie.,\a~\\n\\i\,A_Cabana_-_Frases
1202,234,Tentarei,\t\\e~\.\t\\a\'\r\\ej\,A_Cabana_-_Frases
1202,234,lembrar,\l\\e~\'\b\\r\\a\\R\,A_Cabana_-_Frases
1202,234,conselho.,'\k\\o~\.\s\\e\.\L\\u\,A_Cabana_-_Frases
1203,235,Falo,'\f\\a\.\l\\u\,A_Cabana_-_Frases
1204,236,Tchau.,'\tS\\S\\a\\u\,A_Cabana_-_Frases
1205,237,latejava,\l\\a\.\t\\e\'\Z\\a\.\v\\a\,A_Cabana_-_Frases
1205,237,pequenos,\p\\e\'\k\\e~\.\n\\u\\s\,A_Cabana_-_Frases
1205,237,martelos,\m\\a\\X\'\t\\E\.\l\\u\\s\,A_Cabana_-_Frases
1205,237,forja,'\f\\O\\R\.\Z\\a\,A_Cabana_-_Frases
1205,237,batendo,\b\\a\'\t\\e~\.\d\\u\,A_Cabana_-_Frases
1205,237,coração.,\k\\o\.\r\\a\'\s\\a~\\w~\,A_Cabana_-_Frases
1206,238,"Estranho,",\e\\s\'\t\\r\\a~\.\J\\u\\pau\,A_Cabana_-_Frases
1206,238,"pensou,",\p\\e~\'\s\\ow\\pau\,A_Cabana_-_Frases
1206,238,ousaria,\ow\.\z\\a\'\r\\i\.\a\,A_Cabana_-_Frases
1206,238,colocar,\k\\o\.\l\\o\'\k\\a\\r\,A_Cabana_-_Frases
1206,238,algo,\a\\w\.\g\\u\,A_Cabana_-_Frases
1206,238,correio?,\k\\o\'\R\\ej\.\u\,A_Cabana_-_Frases
1207,239,analgésicos,\a\.\n\\a\\w\'\Z\\E\\s\\i\.\k\\u\\z\,A_Cabana_-_Frases
1207,239,surtido,\s\\u\\X\'\tS\\i\.\d\\u\,A_Cabana_-_Frases
1207,239,efeito,\e\'\f\\ej\.\t\\u\,A_Cabana_-_Frases
1207,239,"desejado,",\d\\e\.\z\\e\'\Z\\a\.\d\\u\\pau\,A_Cabana_-_Frases
1207,239,suficientes,\s\\u\.\f\\i\.\s\\i\'\e~\.\tS\\i\\s\,A_Cabana_-_Frases
1207,239,embotar,\e~\.\b\\o\'\t\\a\\r\,A_Cabana_-_Frases
1207,239,início,\i~\'\n\\i\\s\\i\\u\,A_Cabana_-_Frases
1207,239,preocupação,\p\\r\\e\.\o\.\k\\u\.\p\\a\'\s\\a~\\w~\,A_Cabana_-_Frases
1207,239,"sentindo,",\s\\e~\'\tS\\i~\.\d\\u\\pau\,A_Cabana_-_Frases
1207,239,repente,\R\\e\'\p\\e~\.\tS\\i\,A_Cabana_-_Frases
1207,239,cansado.,\k\\a~\'\s\\a\.\d\\u\,A_Cabana_-_Frases
1208,240,Pousou,\p\\ow\.\z\\ow\,A_Cabana_-_Frases
1208,240,mesa,'\m\\e\.\z\\a\,A_Cabana_-_Frases
1208,240,acabado,\a\'\k\\a\.\b\\a\.\d\\u\,A_Cabana_-_Frases
1208,240,cair,'\k\\a\.\j\\R\,A_Cabana_-_Frases
1208,240,sono,\s\\o~\.\n\\u\,A_Cabana_-_Frases
1208,240,telefone,\t\\e\'\l\\e\.\f\\o~\.\n\\i\,A_Cabana_-_Frases
1208,240,acordou,\a\'\k\\o\\R\.\d\\ow\,A_Cabana_-_Frases
1208,240,susto.,'\s\\u\\s\.\t\\u\,A_Cabana_-_Frases
1209,241,Ah...,\a\\pau\\pau\\pau\,A_Cabana_-_Frases
1209,241,alô?,\a\\l\\o\,A_Cabana_-_Frases
1210,242,amor.,\a\'\m\\o\\X\\pau\,A_Cabana_-_Frases
1210,242,dormindo.,\d\\o\\R\'\m\\i~\.\d\\u\,A_Cabana_-_Frases
1211,243,sentiu,\s\\e~\'\tS\\i\\u\,A_Cabana_-_Frases
1211,243,animação,\a\.\n\\i~\.\m\\a\'\s\\a~\\w~\,A_Cabana_-_Frases
1211,243,"incomum,",\i~\.\k\\o\'\m\\u~\\pau\,A_Cabana_-_Frases
1211,243,percebendo,\p\\e\\X\.\s\\e\'\b\\e~\.\d\\u\,A_Cabana_-_Frases
1211,243,tristeza,\t\\r\\i\\s\'\t\\e\.\z\\a\,A_Cabana_-_Frases
1211,243,encoberta,\e~\.\k\\o\'\b\\E\\X\.\t\\a\,A_Cabana_-_Frases
1211,243,espreitava,\e\\s\.\p\\r\\e\\j\'\t\\a\.\v\\a\,A_Cabana_-_Frases
1211,243,abaixo,\a\'\b\\a\\j\.\S\\u\,A_Cabana_-_Frases
1211,243,superfície,\s\\u\.\p\\e\\X\'\f\\i\\s\\i\,A_Cabana_-_Frases
1211,243,conversa.,\k\\o~\'\v\\E\\X\.\s\\a\,A_Cabana_-_Frases
1212,244,ligou,\l\\i\'\g\\ow\,A_Cabana_-_Frases
1212,244,luminária,\l\\u~\.\m\\i~\'\n\\a\.\r\\i\\a\,A_Cabana_-_Frases
1212,244,olhou,\o\'\L\\ow\,A_Cabana_-_Frases
1212,244,"relógio,",'\R\\e\.\l\\O\\Z\\i\\u\\pau\,A_Cabana_-_Frases
1212,244,surpreso,\s\\u\\X\'\p\\r\\e\.\z\\u\,A_Cabana_-_Frases
1212,244,constatar,\k\\o~\\s\'\t\\a\.\t\\a\\X\,A_Cabana_-_Frases
1212,244,dormira,'\d\\o\\R\.\m\\i\.\r\\a\,A_Cabana_-_Frases
1212,244,cerca,\s\\e\\X\.\k\\a\,A_Cabana_-_Frases
1212,244,duas,\d\\u\.\a\\js\,A_Cabana_-_Frases
1212,244,horas.,\O\.\r\\a\\js\,A_Cabana_-_Frases
1213,245,"Ah,",\a\\pau\,A_Cabana_-_Frases
1213,245,desculpe.,\d\\e\\s\'\k\\u\\w\.\p\\i\\pau\,A_Cabana_-_Frases
1213,245,acho,'\a\.\S\\u\,A_Cabana_-_Frases
1213,245,cochilei,\k\\o\.\S\\i\'\l\\ej\,A_Cabana_-_Frases
1213,245,pouco.,'\p\\ow\.\k\\u\,A_Cabana_-_Frases
1214,246,"É,",\E\\pau\,A_Cabana_-_Frases
1214,246,grogue.,'\g\\r\\O\.\g\\i\,A_Cabana_-_Frases
1215,247,bem?,\b\\e~j~\,A_Cabana_-_Frases
1216,248,Tudo.,'\t\\u\.\d\\u\,A_Cabana_-_Frases
1217,249,estando,\e\\s\'\t\\a~\.\d\\u\,A_Cabana_-_Frases
1217,249,"fora,",'\f\\O\\r\\a\\pau\,A_Cabana_-_Frases
1217,249,amainado.,\a\.\m\\a\.\i~\'\n\\a\.\d\\u\,A_Cabana_-_Frases
1218,250,até,\a\'\t\\E\\d\\e\.\p\\o\.\z\\i\.\t\\a\.\d\\u\,A_Cabana_-_Frases
1218,250,depositado,\m\\a\\j\\z\,A_Cabana_-_Frases
1218,250,mais,'\u~\\s\,A_Cabana_-_Frases
1218,250,uns,\s\\i~\.\k\\u\,A_Cabana_-_Frases
1218,250,5,'\s\\e~\.\tS\\i\\m\\e\.\t\\r\\u\\s\,A_Cabana_-_Frases
1218,250,centímetros,\dZ\\i\,A_Cabana_-_Frases
1218,250,de,\Z\\e\.\l\\u\,A_Cabana_-_Frases
1218,250,gelo.,,A_Cabana_-_Frases
1219,251,pendiam,\p\\e~\'\dZ\\i\.\a~\\w~\,A_Cabana_-_Frases
1219,251,acabariam,\a\.\k\\a\.\b\\a\'\r\\i\.\a~\\w~\,A_Cabana_-_Frases
1219,251,partindo,\p\\a\\X\'\tS\\i~\.\d\\u\,A_Cabana_-_Frases
1219,251,aumentasse.,\a\\u~\.\m\\e~\'\t\\a\.\s\\i\,A_Cabana_-_Frases
1220,252,Tive,'\tS\\i\.\v\\i\,A_Cabana_-_Frases
1220,252,entrevero,\e~\.\t\\r\\e\'\v\\E\.\r\\u\,A_Cabana_-_Frases
1220,252,veículos,\v\\e\'\i\\k\\u\.\l\\u\\s\,A_Cabana_-_Frases
1220,252,fui,\f\\u\'\i\,A_Cabana_-_Frases
1220,252,correspondência.,\k\\o\.\R\\e\\s\.\p\\o~\'\d\\e~\.\s\\i\\a\\pau\,A_Cabana_-_Frases
1220,252,bem.,\b\\e~j~\\pau\,A_Cabana_-_Frases
1220,252,você?,\v\\o\'\s\\e\,A_Cabana_-_Frases
1221,253,Arlene,\a\\R\'\l\\e\.\n\\i\,A_Cabana_-_Frases
1221,253,acho,\a\.\S\\u\,A_Cabana_-_Frases
1221,253,vamos,'\v\\a~\.\m\\u\\s\,A_Cabana_-_Frases
1221,253,passar,\p\\a\'\s\\a\\r\,A_Cabana_-_Frases
1221,253,aqui.,\a\'\k\\i\,A_Cabana_-_Frases
1222,254,É,\E\\s\\e~\.\p\\r\\i\,A_Cabana_-_Frases
1222,254,sempre,'\b\\o~\,A_Cabana_-_Frases
1222,254,bom,'\p\\a\.\r\\a\,A_Cabana_-_Frases
1222,254,a,\k\\a\.\tS\\i\,A_Cabana_-_Frases
1222,254,Kate,'\e\\s\.\t\\a\\X\,A_Cabana_-_Frases
1222,254,estar,\k\\o~\,A_Cabana_-_Frases
1222,254,a,\f\\a\.\m\\i\\l\\i\\a\\pau\\pau\\pau\,A_Cabana_-_Frases
1222,254,família...,\p\\a\\r\\E\\s\\i\\k\\i\\i\\s\\u\\R\\e\\s\\t\\a\\u\\r\\a\\u~\\p\\ow\\k\\u\\u\\s\\e\\u\\e\\k\\i\\l\\i\\b\\r\\i\\u\,A_Cabana_-_Frases
1222,254,parece,,A_Cabana_-_Frases
1222,254,restaura,,A_Cabana_-_Frases
1222,254,pouco,,A_Cabana_-_Frases
1222,254,equilíbrio.,,A_Cabana_-_Frases
1223,255,irmã,\i\\R\'\m\\a~\,A_Cabana_-_Frases
1223,255,"Nan,",'\n\\a~\\pau\,A_Cabana_-_Frases
1223,255,"rio,",'\R\\i\.\u\\pau\,A_Cabana_-_Frases
1223,255,em,\e~j~\.\w\\a\\S\\i~\.\g\\t\\o~\,A_Cabana_-_Frases
1224,256,escorregadio,\e\\s\.\k\\o\.\R\\e\.\g\\a\'\dZ\\i\.\u\,A_Cabana_-_Frases
1224,256,sair.,\s\\a\'\j\\X\,A_Cabana_-_Frases
1225,257,Espero,\e\\s\'\p\\E\.\r\\u\,A_Cabana_-_Frases
1225,257,melhore,\m\\e\'\L\\O\.\r\\i\,A_Cabana_-_Frases
1225,257,manhã.,\m\\a\'\J\\a~\,A_Cabana_-_Frases
1226,258,em,\e~j~\.\k\\a\.\z\\a\,A_Cabana_-_Frases
1226,258,casa,'\a~\.\tS\\i\\s\,A_Cabana_-_Frases
1226,258,antes,'\dZ\\i\,A_Cabana_-_Frases
1226,258,o,\t\\e~\.\p\\u\,A_Cabana_-_Frases
1226,258,tempo,'\f\\i\.\k\\a\\X\,A_Cabana_-_Frases
1226,258,ficar,\t\\a~\\w~\,A_Cabana_-_Frases
1226,258,tão,'\R\\u\.\i~\\pau\,A_Cabana_-_Frases
1226,258,"ruim,",\m\\a\\js\,A_Cabana_-_Frases
1226,258,mas,\u\,A_Cabana_-_Frases
1226,258,se,\a\,A_Cabana_-_Frases
1226,258,há,'\dZ\\i\,A_Cabana_-_Frases
1226,258,fazer?,,A_Cabana_-_Frases
1227,259,pausa.,'\p\\a\\u\.\z\\a\,A_Cabana_-_Frases
1229,261,"Bem,",\b\\e~j~\\pau\,A_Cabana_-_Frases
1229,261,"absolutamente,",\a\\b\.\s\\o\.\l\\u\.\t\\a\'\m\\e~\.\tS\\i\\pau\,A_Cabana_-_Frases
1229,261,espantosamente,\e\\s\.\p\\a~\.\t\\o\.\z\\a\'\m\\e~\.\tS\\i\,A_Cabana_-_Frases
1229,261,lindo,'\l\\i~\.\d\\u\,A_Cabana_-_Frases
1229,261,muitíssimo,\m\\u\\i\'\tS\\i\\s\\i~\.\m\\u\,A_Cabana_-_Frases
1229,261,seguro,\s\\e\'\g\\u\.\r\\u\,A_Cabana_-_Frases
1229,261,olhar,\o\'\L\\a\\R\,A_Cabana_-_Frases
1229,261,"andar,",\a~\'\d\\a\\X\\pau\,A_Cabana_-_Frases
1229,261,acredite.,\a\.\k\\r\\e\'\dZ\\i\.\tS\\i\,A_Cabana_-_Frases
1230,262,aqui,\a\'\k\\i\,A_Cabana_-_Frases
1230,262,situação.,\s\\i\.\t\\u\.\a\'\s\\a~\\w~\,A_Cabana_-_Frases
1231,263,mexe.,'\m\\E\.\S\\i\,A_Cabana_-_Frases
1232,264,o,\t\\o~\.\j\,A_Cabana_-_Frases
1232,264,Tony,\k\\o~\.\s\\e\.\g\\i\\u\,A_Cabana_-_Frases
1232,264,conseguiu,\t\\r\\a\.\z\\e\\r\,A_Cabana_-_Frases
1232,264,trazer,\a\,A_Cabana_-_Frases
1232,264,a,\k\\o\.\R\\e\\s\.\p\\o~\.\d\\e~\.\s\\i\\a\,A_Cabana_-_Frases
1232,264,correspondência.,,A_Cabana_-_Frases
1233,265,Pensei,\p\\e~\'\s\\ej\,A_Cabana_-_Frases
1233,265,pegado,\p\\e\'\g\\a\.\d\\u\,A_Cabana_-_Frases
1233,265,correspondência.,\k\\o\.\R\\e\\s\.\p\\o~\'\d\\e~\.\s\\i\\a\,A_Cabana_-_Frases
1234,266,"Não,",'\n\\a~\\w~\\pau\,A_Cabana_-_Frases
1234,266,achei,\a\'\S\\ej\,A_Cabana_-_Frases
1234,266,e...,\i\,A_Cabana_-_Frases
1235,267,"hesitou,",\e\.\z\\i\'\t\\ow\\pau\,A_Cabana_-_Frases
1235,267,"mesa,",'\m\\e\.\z\\a\\pau\,A_Cabana_-_Frases
1235,267,nenhuma,\n\\e\'\J\\u~\.\m\\a\,A_Cabana_-_Frases
1236,268,Liguei,\l\\i\'\g\\ej\,A_Cabana_-_Frases
1236,268,ia,\i\\a\,A_Cabana_-_Frases
1236,268,conseguir,\k\\o~\.\s\\e\'\g\\i\\X\,A_Cabana_-_Frases
1236,268,ladeira.,\l\\a\'\d\\ej\.\r\\a\,A_Cabana_-_Frases
1237,269,assunto,\a\'\s\\u~\.\t\\u\,A_Cabana_-_Frases
1237,269,evitar,\e\.\v\\i\'\t\\a\\R\,A_Cabana_-_Frases
1237,269,"perguntas,",\p\\e\\R\'\g\\u~\.\t\\a\\js\\pau\,A_Cabana_-_Frases
1237,269,Kate?,'\k\\a\.\tS\\i\,A_Cabana_-_Frases
1238,270,suspiro.,\s\\u\\s\'\p\\i\.\r\\u\,A_Cabana_-_Frases
1239,271,"falou,",\f\\a\'\l\\ow\\pau\,A_Cabana_-_Frases
1239,271,voz,'\v\\O\\s\,A_Cabana_-_Frases
1239,271,"sussurro,",\s\\u\'\s\\u\.\R\\u\\pau\,A_Cabana_-_Frases
1239,271,percebeu,\p\\e\\X\.\s\\e\'\b\\e\\u\,A_Cabana_-_Frases
1239,271,tapando,'\t\\a\.\p\\a~\.\d\\u\,A_Cabana_-_Frases
1239,271,bocal,'\b\\o\.\k\\a\\w\,A_Cabana_-_Frases
1239,271,lado.,\l\\a\.\d\\u\,A_Cabana_-_Frases
1241,273,Por,\p\\o\\R\,A_Cabana_-_Frases
1241,273,"tente,",'\t\\e~\.\tS\\i\\pau\,A_Cabana_-_Frases
1241,273,consigo.,\k\\o~\'\s\\i\.\g\\u\\pau\,A_Cabana_-_Frases
1241,273,se,\e\\u\,A_Cabana_-_Frases
1241,273,eu,\f\\a\.\l\\a\.\s\\i\,A_Cabana_-_Frases
1241,273,falasse,\k\\o~\,A_Cabana_-_Frases
1241,273,uma,\p\\E\.\d\\r\\a\,A_Cabana_-_Frases
1241,273,pedra.,,A_Cabana_-_Frases
1242,274,tem,\t\\e~j~\.\Z\\e~\.\tS\\i\,A_Cabana_-_Frases
1242,274,gente,'\d\\a\,A_Cabana_-_Frases
1242,274,família,\p\\o\\X\,A_Cabana_-_Frases
1242,274,por,\p\\E\\X\.\t\\u\\pau\,A_Cabana_-_Frases
1242,274,"perto,",'\E\.\l\\a\,A_Cabana_-_Frases
1242,274,ela,'\p\\a\.\r\\E\.\s\\i\,A_Cabana_-_Frases
1242,274,parece,\s\\a\'\j\\r\,A_Cabana_-_Frases
1242,274,sair,\u~\,A_Cabana_-_Frases
1242,274,pouco,'\d\\a\,A_Cabana_-_Frases
1242,274,da,\k\\a\\s\.\k\\a\\pau\,A_Cabana_-_Frases
1242,274,"casca,",'\m\\a\\js\,A_Cabana_-_Frases
1242,274,mas,\d\\e\.\p\\o\\j\\s\,A_Cabana_-_Frases
1242,274,depois,\s\\o~\'\m\\i\,A_Cabana_-_Frases
1242,274,some,'\dZ\\i\,A_Cabana_-_Frases
1242,274,de,\n\\O\.\v\\u\,A_Cabana_-_Frases
1242,274,novo.,,A_Cabana_-_Frases
1243,275,Simplesmente,\s\\i~\.\p\\l\\e\\z\'\m\\e~\.\tS\\i\,A_Cabana_-_Frases
1243,275,fazer.,\f\\a\'\z\\e\\X\,A_Cabana_-_Frases
1244,276,Orei,\o\'\r\\ej\,A_Cabana_-_Frases
1244,276,orei,\o\'\r\\ej\,A_Cabana_-_Frases
1244,276,Papai,'\p\\a\.\p\\a\\j\,A_Cabana_-_Frases
1244,276,auxiliasse,\a\\u\'\S\\i\.\l\\i\.\a\.\s\\i\,A_Cabana_-_Frases
1244,276,encontrar,\e~\'\k\\o~\.\t\\r\\a\\r\,A_Cabana_-_Frases
1244,276,de,\dZ\\i\\pau\,A_Cabana_-_Frases
1244,276,"ajudá-la,",\m\\a\\js\,A_Cabana_-_Frases
1244,276,mas...,,A_Cabana_-_Frases
1245,277,parou,\p\\a\'\r\\ow\,A_Cabana_-_Frases
1245,277,"novo,",'\n\\O\.\v\\u\\pau\,A_Cabana_-_Frases
1245,277,ouvindo.,\ow\'\v\\i~\.\d\\u\,A_Cabana_-_Frases
1246,278,assim.,\a\'\s\\i~\,A_Cabana_-_Frases
1247,279,referia,\R\\e\.\f\\e\'\r\\i\.\a\,A_Cabana_-_Frases
1247,279,expressava,\e\\s\.\p\\r\\e\'\s\\a\.\v\\a\,A_Cabana_-_Frases
1247,279,deleite,\d\\e\'\l\\ej\.\tS\\i\,A_Cabana_-_Frases
1247,279,provocava,\p\\r\\o\.\v\\o\'\k\\a\.\v\\a\,A_Cabana_-_Frases
1247,279,amizade,\a\.\m\\i\'\z\\a\.\dZ\\i\,A_Cabana_-_Frases
1247,279,íntima,\i~\.\tS\\i~\.\m\\a\,A_Cabana_-_Frases
1247,279,ele.,\e\.\l\\i\,A_Cabana_-_Frases
1248,280,"Querida,",\k\\e\'\r\\i\.\d\\a\\pau\,A_Cabana_-_Frases
1248,280,fazendo.,\f\\a\'\z\\e~\.\d\\u\,A_Cabana_-_Frases
1249,281,dar,'\d\\a\\X\,A_Cabana_-_Frases
1249,281,certo.,'\s\\E\\X\.\t\\u\,A_Cabana_-_Frases
1250,282,palavras,\p\\a\'\l\\a\.\v\\r\\a\\js\,A_Cabana_-_Frases
1250,282,trouxeram,\t\\r\\ow\'\S\\e\.\r\\a~\\w~\,A_Cabana_-_Frases
1250,282,"conforto,",\k\\o~\'\f\\o\\X\.\t\\u\\pau\,A_Cabana_-_Frases
1250,282,esperava,\e\\s\.\p\\e\'\r\\a\.\v\\a\,A_Cabana_-_Frases
1250,282,pudessem,\p\\u\'\d\\E\.\s\\e~j~\.\a\.\l\\i\.\v\\i\.\a\\r\,A_Cabana_-_Frases
1250,282,aliviar,\a\,A_Cabana_-_Frases
1250,282,a,\p\\r\\e\.\o\.\k\\u\.\p\\a\.\s\\a~\\w~\,A_Cabana_-_Frases
1250,282,preocupação,\k\\i\,A_Cabana_-_Frases
1250,282,que,\s\\e~\.\tS\\i\.\a\,A_Cabana_-_Frases
1250,282,sentia,\n\\a\,A_Cabana_-_Frases
1250,282,na,\v\\O\\z\,A_Cabana_-_Frases
1250,282,voz,'\d\\E\.\l\\a\,A_Cabana_-_Frases
1251,283,"sei,",'\s\\ej\\pau\,A_Cabana_-_Frases
1251,283,suspirou.,\s\\u\\s\.\p\\i\'\r\\ow\,A_Cabana_-_Frases
1252,284,Só,'\s\\O\\g\\o\\s\.\t\\a\.\r\\i\.\a\,A_Cabana_-_Frases
1252,284,gostaria,\k\\i\,A_Cabana_-_Frases
1252,284,ele,'\a~\.\d\\a\.\s\\i\,A_Cabana_-_Frases
1252,284,andasse,\m\\a\\j\\s\,A_Cabana_-_Frases
1252,284,mais,'\d\\e\.\p\\r\\E\.\s\\a\,A_Cabana_-_Frases
1252,284,depressa.,,A_Cabana_-_Frases
1253,285,"também,",\t\\a~\'\b\\e~j~\\pau\,A_Cabana_-_Frases
1253,285,dizer.,'\dZ\\i\.\z\\e\\X\,A_Cabana_-_Frases
1254,286,crianças,\k\\r\\i\'\a~\.\s\\a\\js\,A_Cabana_-_Frases
1254,286,fiquem,\f\\i\'\k\\e~\\J\,A_Cabana_-_Frases
1254,286,"aí,",'\a\\i\\pau\,A_Cabana_-_Frases
1254,286,é,\E\\s\\e\.\g\\u\.\r\\u\,A_Cabana_-_Frases
1255,287,Dê,'\d\\e\,A_Cabana_-_Frases
1255,287,Jimmy,\Z\\i~\\m\\j\,A_Cabana_-_Frases
1255,287,agradeça,\a\.\g\\r\\a\'\d\\e\.\s\\a\,A_Cabana_-_Frases
1256,288,ver,'\v\\e\\R\,A_Cabana_-_Frases
1256,288,amanhã.,\a\.\m\\a\'\J\\a~\,A_Cabana_-_Frases
1257,289,também.,\t\\a~\'\b\\e~j~\,A_Cabana_-_Frases
1258,290,Cuide-se,'\k\\u\\i\.\dZ\\i\,A_Cabana_-_Frases
1258,290,me,\i\,A_Cabana_-_Frases
1258,290,ligue,\m\\i\,A_Cabana_-_Frases
1258,290,se,'\l\\i\.\g\\i\,A_Cabana_-_Frases
1258,290,precisar,\s\\i\,A_Cabana_-_Frases
1258,290,de,\p\\r\\e\.\s\\i\'\z\\a\\R\,A_Cabana_-_Frases
1258,290,alguma,\dZ\\i\,A_Cabana_-_Frases
1258,290,coisa.,\a\\w\'\g\\u~\.\m\\a\,A_Cabana_-_Frases
1258,290,,'\k\\o\\j\.\z\\a\,A_Cabana_-_Frases
1260,292,sentou-se,\s\\e~\'\t\\ow\,A_Cabana_-_Frases
1260,292,olhou,\i\,A_Cabana_-_Frases
1260,292,o,\o\'\L\\ow\,A_Cabana_-_Frases
1260,292,bilhete.,\u\,A_Cabana_-_Frases
1260,292,,\b\\i\'\L\\E\.\tS\\i\,A_Cabana_-_Frases
1261,293,confuso,\k\\o~\'\f\\u\.\z\\u\,A_Cabana_-_Frases
1261,293,doloroso,\d\\o\.\l\\o\'\r\\o\.\z\\u\,A_Cabana_-_Frases
1261,293,evitar,\e\.\v\\i\'\t\\a\\r\,A_Cabana_-_Frases
1261,293,cacofonia,\k\\a\.\k\\o\.\f\\o\'\n\\i\.\a\,A_Cabana_-_Frases
1261,293,emoções,\e\.\m\\o\'\s\\o~\\j~\\s\,A_Cabana_-_Frases
1261,293,perturbadoras,\p\\e\\X\.\t\\u\\R\.\b\\a\'\d\\o\.\r\\a\\js\,A_Cabana_-_Frases
1261,293,imagens,\i~\'\m\\a\.\Z\\e~\\s\,A_Cabana_-_Frases
1261,293,sombrias,\s\\o~\'\b\\r\\i\.\a\\js\,A_Cabana_-_Frases
1261,293,nublava,\n\\u\'\b\\l\\a\.\v\\a\,A_Cabana_-_Frases
1261,293,"mente,",'\m\\e~\.\tS\\i\\pau\,A_Cabana_-_Frases
1261,293,milhão,\m\\i\'\L\\a~\\w~\,A_Cabana_-_Frases
1261,293,pensamentos,\p\\e~\.\s\\a\'\m\\e~\.\t\\u\\s\,A_Cabana_-_Frases
1261,293,viajando,\v\\i\\a\'\Z\\a~\.\d\\u\,A_Cabana_-_Frases
1261,293,hora.,'\O\.\r\\a\,A_Cabana_-_Frases
1262,294,dobrou,\d\\o\'\b\\r\\ow\,A_Cabana_-_Frases
1262,294,"bilhete,",\b\\i\'\L\\E\.\tS\\i\\pau\,A_Cabana_-_Frases
1262,294,enfiou-o,\e~\'\f\\i\.\ow\,A_Cabana_-_Frases
1262,294,numa,\u\,A_Cabana_-_Frases
1262,294,pequena,\n\\u~\.\m\\a\,A_Cabana_-_Frases
1262,294,lata,\p\\e\'\k\\e~\.\n\\a\,A_Cabana_-_Frases
1262,294,que,\l\\a\.\t\\a\,A_Cabana_-_Frases
1262,294,ficava,\k\\i\,A_Cabana_-_Frases
1262,294,sobre,'\f\\i\.\k\\a\.\v\\a\,A_Cabana_-_Frases
1262,294,a,\s\\o\\b\\r\\i\,A_Cabana_-_Frases
1262,294,mesa,\a\,A_Cabana_-_Frases
1262,294,e,\m\\e\.\z\\a\,A_Cabana_-_Frases
1262,294,apagou,\i\,A_Cabana_-_Frases
1262,294,a,\a\'\p\\a\.\g\\ow\,A_Cabana_-_Frases
1262,294,luz.,\a\,A_Cabana_-_Frases
1262,294,,'\l\\u\\js\,A_Cabana_-_Frases
1263,295,Conseguiu,\k\\o~\.\s\\e\'\g\\i\\u\,A_Cabana_-_Frases
1263,295,encontrar,\e~\.\k\\o~\'\t\\r\\a\\r\,A_Cabana_-_Frases
1263,295,aquecer,\a\.\k\\e\'\s\\e\\R\,A_Cabana_-_Frases
1263,295,"microondas,",\m\\i\'\k\\r\\o\.\o~\.\d\\a\\js\\pau\,A_Cabana_-_Frases
1263,295,pegou,\p\\e\'\g\\ow\,A_Cabana_-_Frases
1263,295,cobertores,\k\\o\'\b\\e\\X\.\t\\o\.\r\\i\\z\,A_Cabana_-_Frases
1263,295,travesseiros,\t\\r\\a\.\v\\e\'\s\\ej\.\r\\u\\z\,A_Cabana_-_Frases
1263,295,foi,\f\\o\\j\,A_Cabana_-_Frases
1263,295,sala,'\s\\a\.\l\\a\,A_Cabana_-_Frases
1263,295,estar.,'\e\\s\.\t\\a\\X\,A_Cabana_-_Frases
1264,296,olhar,\o\'\L\\a\\R\\a\.\p\\i\.\d\\a\.\m\\e~\.\tS\\i\,A_Cabana_-_Frases
1264,296,rapidamente,\p\\a\.\r\\a\,A_Cabana_-_Frases
1264,296,o,\R\\e\.\l\\O\\Z\\i\\u\\pau\,A_Cabana_-_Frases
1264,296,"relógio,",\v\\i\\u\,A_Cabana_-_Frases
1264,296,viu,'\k\\i\,A_Cabana_-_Frases
1264,296,o,\p\\r\\o\.\g\\r\\a~\.\m\\a\,A_Cabana_-_Frases
1264,296,programa,\dZ\\i\,A_Cabana_-_Frases
1264,296,de,\b\\i\.\w\\w\,A_Cabana_-_Frases
1264,296,Bill,\m\\o\.\j\\e\\X\,A_Cabana_-_Frases
1264,296,Moyer,\tS\\i~\'\J\\a\,A_Cabana_-_Frases
1264,296,tinha,'\a\.\k\\a\.\b\\a\.\d\\u\,A_Cabana_-_Frases
1264,296,acabado,\dZ\\i\,A_Cabana_-_Frases
1264,296,de,\k\\o\.\m\\e\.\s\\a\\X\\pau\,A_Cabana_-_Frases
1264,296,começar;,\e\.\r\\a\,A_Cabana_-_Frases
1264,296,era,\s\\e\\u\,A_Cabana_-_Frases
1264,296,seu,'\p\\r\\o\.\g\\r\\a~\.\m\\a\,A_Cabana_-_Frases
1264,296,programa,\p\\r\\e\'\dZ\\i\.\l\\E\.\t\\u\\pau\,A_Cabana_-_Frases
1264,296,"predileto,",\k\\i\,A_Cabana_-_Frases
